,timestamp,event,duration,deviceId,copyKind,payload,bandwidth,pkt_src,pkt_dst,pid,tid,name,category
135,1545575265.736209,17,0.000959,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
136,1545575265.73717,727449617,0.000573,1,2,7274496,11.829303,1,0,1,14,[gpu1]CUDA_COPY_D2H_7274496B,0
137,1545575265.791652,471859217,0.000362,1,1,4718592,12.145158,0,1,1,7,[gpu1]CUDA_COPY_H2D_4718592B,0
138,1545575265.792019,2870476817,0.002218,1,1,28704768,12.050398,0,1,1,14,[gpu1]CUDA_COPY_H2D_28704768B,0
139,1545575265.7942472,17,0.000123,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
140,1545575265.7943711,17,0.00016299999999999998,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
141,1545575265.794534,17,0.000122,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
142,1545575265.794656,17,0.000638,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
143,1545575265.795295,17,0.000123,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
144,1545575265.795418,17,0.000162,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
145,1545575265.795581,17,0.000122,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
146,1545575265.795703,17,0.00125,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
147,1545575265.796954,17,0.000123,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
148,1545575265.797077,17,0.00016299999999999998,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
149,1545575265.79724,17,0.000121,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
150,1545575265.7973619,17,0.00186,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
151,1545575265.799222,17,0.000122,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
152,1545575265.799345,17,0.00016299999999999998,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
153,1545575265.799509,17,0.000121,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
154,1545575265.7996302,17,0.002472,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
155,1545575265.802103,17,0.000123,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
156,1545575265.802226,17,0.000162,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
157,1545575265.8023891,17,0.000121,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
158,1545575265.802516,58417,1e-06,1,0,584,0.653717,0,0,1,14,[gpu1][CUDA memset],0
159,1545575265.802524,17,0.002484,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
160,1545575265.805008,17,0.000122,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
161,1545575265.805131,17,0.00016299999999999998,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
162,1545575265.805294,17,0.000122,1,0,0,0.0,0,0,1,14,[gpu1]void trsm_left_kernel<double,0
163,1545575265.805424,2870476817,0.0022949999999999997,1,2,28704768,11.649936,1,0,1,14,[gpu1]CUDA_COPY_D2H_28704768B,0
164,1545575265.810792,314572817,0.000245,1,1,3145728,11.950104,0,1,1,7,[gpu1]CUDA_COPY_H2D_3145728B,0
165,1545575265.811042,524288017,0.00042199999999999996,1,1,5242880,11.581266000000001,0,1,1,16,[gpu1]CUDA_COPY_H2D_5242880B,0
166,1545575265.811466,786432017,0.0006580000000000001,1,1,7864320,11.125013000000001,0,1,1,16,[gpu1]CUDA_COPY_H2D_7864320B,0
167,1545575265.8121269,63917,1e-06,1,0,639,1.0348030000000001,0,0,1,16,[gpu1][CUDA memset],0
168,1545575265.812129,524288017,0.00042199999999999996,1,1,5242880,11.583052,0,1,1,14,[gpu1]CUDA_COPY_H2D_5242880B,0
169,1545575265.812145,17,0.003137,1,0,0,0.0,0,0,1,16,[gpu1]maxwell_dgemm_64x64_nn,0
170,1545575265.812554,786432017,0.000648,1,1,7864320,11.306366,0,1,1,14,[gpu1]CUDA_COPY_H2D_7864320B,0
171,1545575265.8132038,63917,1e-06,1,0,639,1.0348030000000001,0,0,1,14,[gpu1][CUDA memset],0
